0,0.0
1,0.1
2,0.2
3,0.3
4,0.4
5,0.5
6,0.6
7,0.7
8,0.8
9,0.9
10,0.95
11,0.95
12,0.95
13,0.95
14,0.95
15,0.95
16,0.95
17,0.95
18,0.95
19,0.95
20,0.95
21,0.9
22,0.8
23,0.7
24,0.6
25,0.5
26,0.4
27,0.3
28,0.2
29,0.1
30,0.0
31,0.1
32,0.2
33,0.3
34,0.4
35,0.5
36,0.6
37,0.7
38,0.8
39,0.9
40,0.95
41,0.95
42,0.95
43,0.95
44,0.95
45,0.95
46,0.95
47,0.95
48,0.95
49,0.95
50,0.95
51,0.9
52,0.8
53,0.7
54,0.6
55,0.5
56,0.4
57,0.3
58,0.2
59,0.1
60,0.0
61,0.1
62,0.2
63,0.3
64,0.4
65,0.5
66,0.6
67,0.7
68,0.8
69,0.9
70,0.95
71,0.95
72,0.95
73,0.95
74,0.95
75,0.95
76,0.95
77,0.95
78,0.95
79,0.95
80,0.95
81,0.9
82,0.8
83,0.7
84,0.6
85,0.5
86,0.4
87,0.3
88,0.2
89,0.1
90,0.0
91,0.1
92,0.2
93,0.3
94,0.4
95,0.5
96,0.6
97,0.7
98,0.8
99,0.9
100,0.95
101,0.95
102,0.95
103,0.95
104,0.95
105,0.95
106,0.95
107,0.95
108,0.95
109,0.95
110,0.95
111,0.9
112,0.8
113,0.7
114,0.6
115,0.5
116,0.4
117,0.3
118,0.2
119,0.1
