53395552241   1.094
53395552242   1.044
53395553131   0.643
53395553132   1.174
53395553141   1.833
53395553142   2.084
53395553231   1.474
53395553232   1.284
53395553241   1.234
53395553242   1.334
53395553113   1.513
53395553114   2.003
53395553123   2.543
53395553124   2.594
53395553213   1.994
53395553214   1.643
53395553223   1.694
53395553224   1.894
53395554113   1.534
53395554114   1.274
53395554123   1.344
53395555113   0.924
53395555123   2.005
53395555124   2.265
53395555213   2.715
53395555214   3.005
53395555223   2.625
53395553111   1.543
53395553112   2.153
53395553121   2.664
53395553122   2.664
53395553211   2.594
53395553212   2.404
53395553221   1.824
53395553222   2.234
53395554111   2.834
53395554112   2.594
53395554121   1.714
53395554122   1.864
53395554211   1.784
53395554212   1.354
53395554221   1.654
53395554222   2.264
53395555111   1.854
53395555112   0.905
53395555121   2.515
53395555122   2.775
53395555211   3.125
53395555212   3.535
53395555221   3.515
53395555222   3.055
53395556111   3.345
53395543333   1.483
53395543334   2.183
53395543343   2.374
53395543344   2.364
53395543433   2.334
53395543434   2.264
53395543443   1.884
53395543444   2.204
53395544333   2.874
53395544334   3.134
53395544343   2.604
53395544344   2.514
53395544433   2.454
53395544434   2.224
53395544443   2.794
53395544444   3.134
53395545333   2.424
53395545334   2.435
53395545343   2.925
53395545344   3.365
53395545433   3.705
53395545434   3.955
53395545443   3.605
53395545444   2.105
53395546333   2.845
53395546334   3.045
53395542442   0.574
53395543331   1.243
53395543332   1.483
53395543341   1.463
53395543342   1.894
53395543431   1.474
53395543432   1.594
53395543441   1.694
53395543442   2.104
53395544331   2.794
53395544332   3.494
53395544341   3.384
53395544342   3.014
53395544431   2.604
53395544432   2.674
53395544441   3.094
53395544442   3.244
53395545331   2.494
53395545332   2.475
53395545341   3.175
53395545342   3.855
53395545431   4.115
53395545432   4.095
53395545441   3.875
53395545442   3.145
53395546331   2.965
53395546332   2.785
53395546341   2.865
53395543424   1.594
53395544313   1.564
53395544314   1.974
53395544323   3.804
53395544324   2.444
53395544413   1.834
53395544414   2.354
53395544423   2.004
53395544424   2.334
53395545313   2.184
53395545314   2.905
53395545323   3.405
53395545324   3.735
53395545413   4.295
53395545414   4.105
53395545423   4.095
53395545424   3.435
53395546313   3.215
53395546314   2.975
53395546323   2.795
53395546324   2.655
53395543412   0.060
53395543421   0.132
53395543422   0.025
53395544311   0.099
53395544312   0.530
53395544321   1.310
53395544322   0.550
53395544411   0.110
53395544412   0.691
53395544421   0.531
53395544422   0.761
53395545311   0.421
53395545312   2.825
53395545321   3.675
53395545322   3.705
53395545411   3.625
53395545412   3.655
53395545421   3.835
53395545422   3.235
53395546311   3.045
53395546312   2.815
53395546321   2.715
53395546322   2.915
53395546411   2.075
53395543233   0.321
53395543234   0.381
53395543243   0.433
53395543244   0.557
53395544133   0.629
53395544134   0.510
53395544143   0.780
53395544144   0.980
53395544233   0.700
53395544234   1.121
53395544243   1.101
53395544244   0.961
53395545133   0.671
