#TIMEEVERY,INSIDE_KITASENJU,18:00:00,18:00:00,60,60,30000,LANE,EXIT,
TIMEEVERY,START_LINK2,18:00:00,18:00:00,60,1,20,DENSITY,DOOR1-1-1,ROUTE2
TIMEEVERY,START_LINK2,18:00:15,18:00:15,60,1,20,DENSITY,DOOR1-1-2,ROUTE2
TIMEEVERY,START_LINK2,18:00:30,18:00:30,60,1,20,DENSITY,DOOR1-1-3,ROUTE2
TIMEEVERY,START_LINK2,18:00:45,18:00:45,60,1,20,DENSITY,DOOR1-2-1,ROUTE2
TIMEEVERY,START_LINK2,18:01:00,18:01:00,60,1,20,DENSITY,DOOR1-2-2,ROUTE2
TIMEEVERY,START_LINK2,18:01:15,18:01:15,60,1,20,DENSITY,DOOR1-2-3,ROUTE2
TIMEEVERY,START_LINK2,18:01:30,18:01:30,60,1,20,DENSITY,DOOR1-3-1,ROUTE2
TIMEEVERY,START_LINK2,18:01:45,18:01:45,60,1,20,DENSITY,DOOR1-3-2,ROUTE2
TIMEEVERY,START_LINK2,18:02:00,18:02:00,60,1,20,DENSITY,DOOR1-3-3,ROUTE2
TIMEEVERY,START_LINK2,18:02:15,18:02:15,60,1,20,DENSITY,DOOR1-4-1,ROUTE2
TIMEEVERY,START_LINK2,18:02:30,18:02:30,60,1,20,DENSITY,DOOR1-4-2,ROUTE2
TIMEEVERY,START_LINK2,18:02:45,18:02:45,60,1,20,DENSITY,DOOR1-4-3,ROUTE2
TIMEEVERY,START_LINK2,18:06:00,18:06:00,60,1,20,DENSITY,DOOR1-5-1,ROUTE2
TIMEEVERY,START_LINK2,18:06:15,18:06:15,60,1,20,DENSITY,DOOR1-5-2,ROUTE2
TIMEEVERY,START_LINK2,18:06:30,18:06:30,60,1,20,DENSITY,DOOR1-5-3,ROUTE2
TIMEEVERY,START_LINK2,18:06:45,18:06:45,60,1,20,DENSITY,DOOR1-6-1,ROUTE2
TIMEEVERY,START_LINK2,18:07:00,18:07:00,60,1,20,DENSITY,DOOR1-6-2,ROUTE2
TIMEEVERY,START_LINK2,18:07:15,18:07:15,60,1,20,DENSITY,DOOR1-6-3,ROUTE2
TIMEEVERY,START_LINK2,18:07:30,18:07:30,60,1,20,DENSITY,DOOR1-7-1,ROUTE2
TIMEEVERY,START_LINK2,18:07:45,18:07:45,60,1,20,DENSITY,DOOR1-7-2,ROUTE2
TIMEEVERY,START_LINK2,18:08:00,18:08:00,60,1,20,DENSITY,DOOR1-7-3,ROUTE2
TIMEEVERY,START_LINK2,18:08:15,18:08:15,60,1,20,DENSITY,DOOR1-8-1,ROUTE2
TIMEEVERY,START_LINK2,18:08:30,18:08:30,60,1,20,DENSITY,DOOR1-8-2,ROUTE2
TIMEEVERY,START_LINK2,18:08:45,18:08:45,60,1,20,DENSITY,DOOR1-8-3,ROUTE2
TIMEEVERY,START_LINK2,18:00:00,18:00:00,60,1,20,DENSITY,DOOR1-1-1,ROUTE1
TIMEEVERY,START_LINK2,18:00:15,18:00:15,60,1,20,DENSITY,DOOR1-1-2,ROUTE1
TIMEEVERY,START_LINK2,18:00:30,18:00:30,60,1,20,DENSITY,DOOR1-1-3,ROUTE1
TIMEEVERY,START_LINK2,18:00:45,18:00:45,60,1,20,DENSITY,DOOR1-2-1,ROUTE1
TIMEEVERY,START_LINK2,18:01:00,18:01:00,60,1,20,DENSITY,DOOR1-2-2,ROUTE1
TIMEEVERY,START_LINK2,18:01:15,18:01:15,60,1,20,DENSITY,DOOR1-2-3,ROUTE1
TIMEEVERY,START_LINK2,18:01:30,18:01:30,60,1,20,DENSITY,DOOR1-3-1,ROUTE1
TIMEEVERY,START_LINK2,18:01:45,18:01:45,60,1,20,DENSITY,DOOR1-3-2,ROUTE1
TIMEEVERY,START_LINK2,18:02:00,18:02:00,60,1,20,DENSITY,DOOR1-3-3,ROUTE1
TIMEEVERY,START_LINK2,18:02:15,18:02:15,60,1,20,DENSITY,DOOR1-4-1,ROUTE1
TIMEEVERY,START_LINK2,18:02:30,18:02:30,60,1,20,DENSITY,DOOR1-4-2,ROUTE1
TIMEEVERY,START_LINK2,18:02:45,18:02:45,60,1,20,DENSITY,DOOR1-4-3,ROUTE1
TIMEEVERY,START_LINK2,18:06:00,18:06:00,60,1,20,DENSITY,DOOR1-5-1,ROUTE1
TIMEEVERY,START_LINK2,18:06:15,18:06:15,60,1,20,DENSITY,DOOR1-5-2,ROUTE1
TIMEEVERY,START_LINK2,18:06:30,18:06:30,60,1,20,DENSITY,DOOR1-5-3,ROUTE1
TIMEEVERY,START_LINK2,18:06:45,18:06:45,60,1,20,DENSITY,DOOR1-6-1,ROUTE1
TIMEEVERY,START_LINK2,18:07:00,18:07:00,60,1,20,DENSITY,DOOR1-6-2,ROUTE1
TIMEEVERY,START_LINK2,18:07:15,18:07:15,60,1,20,DENSITY,DOOR1-6-3,ROUTE1
TIMEEVERY,START_LINK2,18:07:30,18:07:30,60,1,20,DENSITY,DOOR1-7-1,ROUTE1
TIMEEVERY,START_LINK2,18:07:45,18:07:45,60,1,20,DENSITY,DOOR1-7-2,ROUTE1
TIMEEVERY,START_LINK2,18:08:00,18:08:00,60,1,20,DENSITY,DOOR1-7-3,ROUTE1
TIMEEVERY,START_LINK2,18:08:15,18:08:15,60,1,20,DENSITY,DOOR1-8-1,ROUTE1
TIMEEVERY,START_LINK2,18:08:30,18:08:30,60,1,20,DENSITY,DOOR1-8-2,ROUTE1
TIMEEVERY,START_LINK2,18:08:45,18:08:45,60,1,20,DENSITY,DOOR1-8-3,ROUTE1
TIMEEVERY,START_LINK2,18:03:00,18:03:00,60,1,20,DENSITY,DOOR3-1-1,ROUTE2
TIMEEVERY,START_LINK2,18:03:15,18:03:15,60,1,20,DENSITY,DOOR3-1-2,ROUTE2
TIMEEVERY,START_LINK2,18:03:30,18:03:30,60,1,20,DENSITY,DOOR3-1-3,ROUTE2
TIMEEVERY,START_LINK2,18:03:45,18:03:45,60,1,20,DENSITY,DOOR3-2-1,ROUTE2
TIMEEVERY,START_LINK2,18:04:00,18:04:00,60,1,20,DENSITY,DOOR3-2-2,ROUTE2
TIMEEVERY,START_LINK2,18:04:15,18:04:15,60,1,20,DENSITY,DOOR3-2-3,ROUTE2
TIMEEVERY,START_LINK2,18:04:30,18:04:30,60,1,20,DENSITY,DOOR3-3-1,ROUTE2
TIMEEVERY,START_LINK2,18:04:45,18:04:45,60,1,20,DENSITY,DOOR3-3-2,ROUTE2
TIMEEVERY,START_LINK2,18:05:00,18:05:00,60,1,20,DENSITY,DOOR3-3-3,ROUTE2
TIMEEVERY,START_LINK2,18:05:15,18:05:15,60,1,20,DENSITY,DOOR3-4-1,ROUTE2
TIMEEVERY,START_LINK2,18:05:30,18:05:30,60,1,20,DENSITY,DOOR3-4-2,ROUTE2
TIMEEVERY,START_LINK2,18:05:45,18:05:45,60,1,20,DENSITY,DOOR3-4-3,ROUTE2
TIMEEVERY,START_LINK2,18:09:00,18:09:00,60,1,20,DENSITY,DOOR3-5-1,ROUTE2
TIMEEVERY,START_LINK2,18:09:15,18:09:15,60,1,20,DENSITY,DOOR3-5-2,ROUTE2
TIMEEVERY,START_LINK2,18:09:30,18:09:30,60,1,20,DENSITY,DOOR3-5-3,ROUTE2
TIMEEVERY,START_LINK2,18:09:45,18:09:45,60,1,20,DENSITY,DOOR3-6-1,ROUTE2
TIMEEVERY,START_LINK2,18:10:00,18:10:00,60,1,20,DENSITY,DOOR3-6-2,ROUTE2
TIMEEVERY,START_LINK2,18:10:15,18:10:15,60,1,20,DENSITY,DOOR3-6-3,ROUTE2
TIMEEVERY,START_LINK2,18:10:30,18:10:30,60,1,20,DENSITY,DOOR3-7-1,ROUTE2
TIMEEVERY,START_LINK2,18:10:45,18:10:45,60,1,20,DENSITY,DOOR3-7-2,ROUTE2
TIMEEVERY,START_LINK2,18:11:00,18:11:00,60,1,20,DENSITY,DOOR3-7-3,ROUTE2
TIMEEVERY,START_LINK2,18:11:15,18:11:15,60,1,20,DENSITY,DOOR3-8-1,ROUTE2
TIMEEVERY,START_LINK2,18:11:30,18:11:30,60,1,20,DENSITY,DOOR3-8-2,ROUTE2
TIMEEVERY,START_LINK2,18:11:45,18:11:45,60,1,20,DENSITY,DOOR3-8-3,ROUTE2
TIMEEVERY,START_LINK2,18:03:00,18:03:00,60,1,20,DENSITY,DOOR3-1-1,ROUTE1
TIMEEVERY,START_LINK2,18:03:15,18:03:15,60,1,20,DENSITY,DOOR3-1-2,ROUTE1
TIMEEVERY,START_LINK2,18:03:30,18:03:30,60,1,20,DENSITY,DOOR3-1-3,ROUTE1
TIMEEVERY,START_LINK2,18:03:45,18:03:45,60,1,20,DENSITY,DOOR3-2-1,ROUTE1
TIMEEVERY,START_LINK2,18:04:00,18:04:00,60,1,20,DENSITY,DOOR3-2-2,ROUTE1
TIMEEVERY,START_LINK2,18:04:15,18:04:15,60,1,20,DENSITY,DOOR3-2-3,ROUTE1
TIMEEVERY,START_LINK2,18:04:30,18:04:30,60,1,20,DENSITY,DOOR3-3-1,ROUTE1
TIMEEVERY,START_LINK2,18:04:45,18:04:45,60,1,20,DENSITY,DOOR3-3-2,ROUTE1
TIMEEVERY,START_LINK2,18:05:00,18:05:00,60,1,20,DENSITY,DOOR3-3-3,ROUTE1
TIMEEVERY,START_LINK2,18:05:15,18:05:15,60,1,20,DENSITY,DOOR3-4-1,ROUTE1
TIMEEVERY,START_LINK2,18:05:30,18:05:30,60,1,20,DENSITY,DOOR3-4-2,ROUTE1
TIMEEVERY,START_LINK2,18:05:45,18:05:45,60,1,20,DENSITY,DOOR3-4-3,ROUTE1
TIMEEVERY,START_LINK2,18:09:00,18:09:00,60,1,20,DENSITY,DOOR3-5-1,ROUTE1
TIMEEVERY,START_LINK2,18:09:15,18:09:15,60,1,20,DENSITY,DOOR3-5-2,ROUTE1
TIMEEVERY,START_LINK2,18:09:30,18:09:30,60,1,20,DENSITY,DOOR3-5-3,ROUTE1
TIMEEVERY,START_LINK2,18:09:45,18:09:45,60,1,20,DENSITY,DOOR3-6-1,ROUTE1
TIMEEVERY,START_LINK2,18:10:00,18:10:00,60,1,20,DENSITY,DOOR3-6-2,ROUTE1
TIMEEVERY,START_LINK2,18:10:15,18:10:15,60,1,20,DENSITY,DOOR3-6-3,ROUTE1
TIMEEVERY,START_LINK2,18:10:30,18:10:30,60,1,20,DENSITY,DOOR3-7-1,ROUTE1
